time,input,output
-5,0.689849,0.433367
-4.9,0.689849,0.433367
-4.8,0.689849,0.433367
-4.7,0.689849,0.433367
-4.6,0.689849,0.424523
-4.5,0.689849,0.433367
-4.4,0.689849,0.424523
-4.3,0.689849,0.433367
-4.2,0.689849,0.433367
-4.1,0.689849,0.424523
-4,0.689849,0.433367
-3.9,0.689849,0.424523
-3.8,0.689849,0.424523
-3.7,0.689849,0.433367
-3.6,0.689849,0.424523
-3.5,0.689849,0.433367
-3.4,0.689849,0.424523
-3.3,0.689849,0.424523
-3.2,0.689849,0.433367
-3.1,0.689849,0.424523
-3,0.689849,0.433367
-2.9,0.689849,0.424523
-2.8,0.689849,0.433367
-2.7,0.689849,0.424523
-2.6,0.689849,0.424523
-2.5,0.689849,0.424523
-2.4,0.689849,0.433367
-2.3,0.689849,0.433367
-2.2,0.689849,0.433367
-2.1,0.689849,0.433367
-2,0.689849,0.433367
-1.9,0.689849,0.433367
-1.8,0.689849,0.424523
-1.7,0.689849,0.433367
-1.6,0.689849,0.433367
-1.5,0.689849,0.433367
-1.4,0.689849,0.433367
-1.3,0.689849,0.424523
-1.2,0.689849,0.433367
-1.1,0.689849,0.424523
-1,0.689849,0.424523
-0.9,0.689849,0.433367
-0.8,0.689849,0.424523
-0.7,0.689849,0.424523
-0.6,0.689849,0.424523
-0.5,0.689849,0.424523
-0.4,0.689849,0.433367
-0.3,0.689849,0.424523
-0.2,0.689849,0.424523
-0.1,0.689849,0.433367
0,0.689849,0.424523
0.1,0.689849,0.433367
0.2,0.689849,0.424523
0.3,0.689849,0.424523
0.4,0.689849,0.433367
0.5,0.689849,0.424523
0.6,0.689849,0.433367
0.7,0.689849,0.433367
0.8,0.689849,0.433367
0.9,0.689849,0.424523
1,0.689849,0.424523
1.1,0.689849,0.424523
1.2,0.689849,0.433367
1.3,0.689849,0.433367
1.4,0.689849,0.424523
1.5,0.689849,0.433367
1.6,0.689849,0.424523
1.7,0.689849,0.433367
1.8,0.689849,0.433367
1.9,0.689849,0.433367
2,0.689849,0.433367
2.1,0.689849,0.433367
2.2,0.689849,0.433367
2.3,0.689849,0.424523
2.4,0.689849,0.424523
2.5,0.689849,0.424523
2.6,0.689849,0.433367
2.7,0.689849,0.433367
2.8,0.689849,0.433367
2.9,0.689849,0.433367
3,0.689849,0.424523
3.1,0.689849,0.424523
3.2,0.689849,0.424523
3.3,0.689849,0.433367
3.4,0.689849,0.424523
3.5,0.689849,0.433367
3.6,0.689849,0.433367
3.7,0.689849,0.433367
3.8,0.689849,0.433367
3.9,0.689849,0.424523
4,0.689849,0.433367
4.1,0.689849,0.433367
4.2,0.689849,0.433367
4.3,0.689849,0.433367
4.4,0.689849,0.433367
4.5,0.689849,0.433367
4.6,0.689849,0.433367
4.7,0.689849,0.433367
4.8,0.689849,0.433367
4.9,0.689849,0.433367
